id,created_at,text,no_of_retweets,no_of_favorite
856705999687831557,2017-04-25 03:06:41,The killing of 25 CRPF men is a national tragedy .those responsible for this ambush should not get away with this heinous crime,299,1484
854166220031000577,2017-04-18 02:54:31,"Aseem Anand or Prohit . The humane , compassionate and  kind attitude of INA towards them has really touched my heart . Wow !!!",55,400
853814349831516160,2017-04-17 03:36:18,"What is the meaning of ""misuse of triple talaq"" . Tomorrow we may hear of misuse of molestation. Misuse of rape misuse of wife beating .",1654,3754
853810253443608577,2017-04-17 03:20:02,AIMPLB call for boycotting abusers of triple talaq is a hoaxTriple talaq it self is an abuse n should be banned They are trying to stall it,483,1379
853585747961679872,2017-04-16 12:27:55,@amitkumarindiaa  have you noticed you and a Pakistani think alike . Sad !!,4,23
852930584041095168,2017-04-14 17:04:32,@rakutiwary  @iamsrk @ aap to achhe Aadmi hain Rakesh bhai .aap to Hindu  muslim dono hi Kay liye tweet Kartay hongay !! Haan ke na ??,5,27
852928496410263552,2017-04-14 16:56:14,"Pak will make a more grievous mistake than 65,71 n Kargil if they harm Jhadav any which way . I hope they know what is good for them",784,3056
849884675803885568,2017-04-06 07:21:11,@patrioticravi @tavleen_singh      I,1,4
848559402261073920,2017-04-02 15:35:01,"@farrukhRK point taken Farrukh saheb . Now please most unambiguously condemn that ""pamphlet "" which orders a Muslim girl to stop singing .",2,25
846367543354970113,2017-03-27 14:25:21,@JayyVala this is not my statement . Some one has faked it on my name and then has given his response . Wah !!,2,18
846356151486832640,2017-03-27 13:40:05,@Karni_Sena1 @myogiadityanath @snaeron @ramsa_b @Sanjeevarora64 @SV99999 @SickularLibtard @prakashSriv @RajkumaarPandey @Itssumitjain,2,6
846355776381861889,2017-03-27 13:38:36,@JayyVala I have not made any such statement . These are not my words .,1,11
845213699610742784,2017-03-24 10:00:23,@hindupost @AzmiShabana @aamir_khan  check my tweets,1,5
843771985868050433,2017-03-20 10:31:32,@Parikramah @HuffPostBlog  Read any credible poet or writer . Buy Hindustan Hamara edited by my father n  published by raj kamal in devnagri,3,17
842963820427575296,2017-03-18 05:00:10,@pankajagrawal82            you retard !! Why don't you check my tweets before exposing your dirty narrow biased and bigoted mind .,7,23
842962019527659520,2017-03-18 04:53:01,A man Faruk is killed in TN by Muslim bigots  for his rationalist views .those who believe Islam preaches  peace should condemn this murder,1806,3867
842029516050558977,2017-03-15 15:07:35,@nirajsuraj I am genuinely not aware of what you are talking about . Send me the link .,1,10
842025535572197376,2017-03-15 14:51:46,"@Rahul_rockstar have read the script of the said film ? If not , don't make such biased statements.",4,50
842024764277436416,2017-03-15 14:48:42,@kapilrana1966 @TimesNow   you condemn the destruction of Padmavati set and the Fatwa against Nahid then question others .,2,10
842023709766516736,2017-03-15 14:44:31,"@imnurul928 if there was no fatwa, great . Let Deoband Reza academy and Muslim personal law board condone the girl and her right to sing .",4,22
842019173781929984,2017-03-15 14:26:29,Again a fatwa against a girl for a heinous crime like singing .Again violence against a film that no one has seen.Where are we going ?,1155,3485
841977297846558721,2017-03-15 11:40:05,@navinjoshi1947 @harpal28 @dream_np @girishs2 don't teach me nationalism I come from a family of freedom fighters from 1857 to 1947 .,2,19
840481037775970304,2017-03-11 08:34:29,"It is uncanny,twoweeks earlier a young journalist Marya Shakeel who had come back from UP had predicted the the exact result to me . Wow !!",207,1659
839621767425568768,2017-03-08 23:40:03,@manichejain  what do your ow  about the great tradition of Indian poetry ? Have you read Kabir and Bullay shah . They preach love not hate.,13,75
839520782057422850,2017-03-08 16:58:46,@ahmedvindhani  kyon bhatijay mere bolnay say tum ko kya takleef hoti hai,2,30
839510321538662400,2017-03-08 16:17:12,Anyone who is attacking a Muslimgirl for singing a bhajan is not only petty n bigoted but also ignorant of great traditions of Indian music,2446,7151
837568274179162112,2017-03-03 07:40:12,@PawanTiwari3213 look at my interviews with Pakistan journos on YouTube before making such stupid remarks .,9,89
837327476196016131,2017-03-02 15:43:21,"Its a shame Shazia was stopped n triple talaq was considered a ""sensitive"" topic . With what face such people ask for tolerance from others",720,2116
837325697911828481,2017-03-02 15:36:17,"So many war veterans and retired army officers have supported Gurmehar's statement but perhaps they are not ""nationalist "" enough for some",1630,3880
837323954469670912,2017-03-02 15:29:22,My respect for Gautam Gambhir who with out any fear of trolls n right wing extremists has stood for Gurmehar 's freedom of expression.Bravo,1618,4824
837322457371508736,2017-03-02 15:23:25,Since Sehwag undoubtedly a great player has clarified he was just being facetious n is not anti Gurmehar I take back my rather harsh words.,436,2386
836858908740370432,2017-03-01 08:41:26,@tavleen_singh  how many 20 year girls are called traitors n anti nationals with a threat of rape  for being a pacifist . Come on Tavleen,102,309
836853586638290947,2017-03-01 08:20:17,@arunmcops @anishtipu @FrustIndian if I have done any world class work do I earn the right to make wrong statements n no dare criticise me ?,21,155
836850983523266560,2017-03-01 08:09:57,@FrustIndian 52 years ago I had come to Mumbai with 27 np in my pocket I know what is being homeless n how it feels on the 3rd of starvation,55,283
836652610228748288,2017-02-28 19:01:41,@imbhandarkar  couldn't agree more with you no body Shoils try to stop any one including Gurmeher to express her/ his opinion .,109,319
836571368238026753,2017-02-28 13:38:51,@09_rkg @tuzasanju  if KU n Shehla had raised such slogans I would have been on your side but I know these two haven't raised such slogans,82,276
836564092336934916,2017-02-28 13:09:56,@shivkhatri12 I respect n admire him as a player was almost in tears when he got out at 293 but he was wrong when he trolled that young girl,325,948
836561558499168256,2017-02-28 12:59:52,@nabhakumar if you can  respect me only if I say what you like to hear and nothing else I think I can do with out your respect . Thank you,247,927
836552265301438468,2017-02-28 12:22:57,@fireboltt sporting icons have their own expertise. Would you want your open heart surgery done by any sporting icon.,199,417
836550673860816898,2017-02-28 12:16:37,@Pranav_Rajsinh I have written a film Lakshya about Kargil war . You will know how I think and feel about our brave soldiers and our Army .,290,924
836548367513698305,2017-02-28 12:07:27,"Mr minister , you have condemned the left by falsely accusing them for celebrating soldiers killing n not a word about AVBP. Grossly biased",1134,2667
836537602819903488,2017-02-28 11:24:41,If a hardly literate player or a wrestler troll a pacifist daughter of a martyr its understandable but whats wrong with some educated folks,3970,7038
836469153540222976,2017-02-28 06:52:41,@DBD009 @IndianExpress beta tum ko ma Baap ne kya yehi Sanskaar diye hain,60,274
836466991519121408,2017-02-28 06:44:06,@hs64shah @Rajesh_sah Liar There is not an iota of truth in what your saying. you are lying  because you can't find a true allegation on me,21,129
836464245323747332,2017-02-28 06:33:11,@AnandMoghez you think it is the business of members of the parliament but not of the citizens of a democratic country . You are wrong,23,109
836463140330160129,2017-02-28 06:28:48,"@dhirraj  sense of justice , respect for freedom of speechdesire for an open n healthy society If you think all of it is pollution so be it",48,167
836458827528744960,2017-02-28 06:11:39,@rajtanwar21 I have always spoken against Muslim reactionaries's stand on Divorce n women's issues If you don't know it is not my fault,41,172
836456790665605120,2017-02-28 06:03:34,"@Rajesh_sah all those who give hate speeches , spread hatred on social media , may be unknowingly, but acting against the unity of India .",66,174
836455594135552001,2017-02-28 05:58:48,@VibhorAgrawal14 if any Indian hopes to have no war no hatred n good relations with all our neighbours including Pak what's wrong with it ?,77,178
836452776049770499,2017-02-28 05:47:37,@TheGufranShaikh Kamaal hai . Aaj maen aap Ko Achha lag Raha hoon Aur jab  aap ke fundos or Mullas Ki baat karta hoon to bura ho Jata hoon,76,310
836444812719063040,2017-02-28 05:15:58,@AbhishekRaipur you are right in calling me Mr Minority . I belong to the smallest minority of India . I am an INDIAN !!,132,411
836442829081706498,2017-02-28 05:08:05,@trilokrajsingh can't you understand that she meant that it is hate violence and war responsible for such tragedies all over the world .,114,251
836431920540057600,2017-02-28 04:24:44,I don't about her but Mr Minister I know who is polluting your mind .,1168,2459
835103907202359296,2017-02-24 12:27:41,@tuzasanju this allegation is not true . Umar n Shehla are true Indians and against right wingers who confuse communalism with nationalism,74,173
835098554930724865,2017-02-24 12:06:25,@YAKSHA_SPEAKS if you Think anyone who differs with you on political n social issues is propagating rape then you can't be helped.,20,57
834606412139528193,2017-02-23 03:30:49,@pritish_y10  you may not support me but do you support my right to say what I want say ? Think about it .,14,87
834370161226444800,2017-02-22 11:52:02,After Tarik Fateh saheb now what is done to Khalid Umar is equally condemnable . I condemn those hooligans  stopped KU from speaking at DU,223,963
834226962025607168,2017-02-22 02:23:01,@TrueIndology @TarekFatah @IndiaHistorypic  you are wrong . He was a freedom fighter and a romantic poet .,45,63
834070307010904065,2017-02-21 16:00:32,@15abhilash @TarekFatah all those who have always believed in two nation theory are not true nationalist .,122,327
834067354866810880,2017-02-21 15:48:48,@rrgehani  Rajesh ji are you saying that you can respect me only when I have the same opinion as yours ?,21,154
833981829958995968,2017-02-21 10:08:57,@TarekFatah @tufailelif VHP will like to impose Sanskrit on all of India . You can check Ashok Singhal had made a statement to this effect,37,95
833976514517594112,2017-02-21 09:47:50,@bhagwatudawat @TrueIndology  hasrat Mohani was a die hard nationalist n a freedom fighter . Spent years in the jail . Show him some respect,33,100
833970814349410305,2017-02-21 09:25:11,@TarekFatah @akshay_twwhile raping and killing the Bengla Deshis Pak's Panjabi  army was abusing them in Urdu or in their own mother tongue?,19,60
833969196597903360,2017-02-21 09:18:45,"@TarekFatah @akshay_tw  which one word in this slogan is urdu and not Hindi ? . Tariq saheb , language is not your field . Forget it .",67,188
833962923865305089,2017-02-21 08:53:49,@tanviazmi @msteckchandani why ?? Aren't they young ??,2,16
833962375346843648,2017-02-21 08:51:39,I condemn the attack on my friend Tarek Fateh .while I mostly agree with him but not always then too I respect his freedom of expression,2726,8246
833958090471010304,2017-02-21 08:34:37,@sanjaymshra @TarekFatah @tufailelif the same language has given the Slogan Inqalab Zindabad n Saaray Jahan  se Achha Hindistan hamara,61,133
833957452324491268,2017-02-21 08:32:05,"@  @TarekFatah which Muslim community? There are crores of Muslims in Bengal, Kerala, Tamil Nadu . You can communicate with in urdu .",43,276
833955476807245824,2017-02-21 08:24:14,@TarekFatah Jinnah didn't know Urdu . He knew only Gujrati n English Will it carry any sense if you blame these languages for the partition,145,260
833953884506820608,2017-02-21 08:17:54,"@TarekFatah @tufailelif if leaders of VHP , RSS , Bajrang Dal speak Hindi won't it be unfair to blame the language .",69,174
833952258165469184,2017-02-21 08:11:27,"Sir , all known n respected poets n writer of urdu with the exception of Iqbal have been progressive liberal secular n left of the Center.",184,633
832503578375966720,2017-02-17 08:14:54,@BelalAhmad13 I get crores for speaking against Muslim bigots n crores 4 speaking against Hindu bigots n these crores r the people of India.,21,71
832474877105889280,2017-02-17 06:20:51,@Aditisharma16 true. We all are proud of ISRO 's achievement. how sceptical some people were when it was founded n look where it has reached,2,35
832237715160707073,2017-02-16 14:38:28,A memorial is some edifice that is made in memory of some one not where some one is buried . That is called a tomb or a grave .,64,403
830753813028016128,2017-02-12 12:21:58,@tiger80413284 @Rekhta it is my loss . Actually Shabana n I could come to Jindal  health farm only at this time . Koi baat nahin . Agle saal,4,49
830358559577800704,2017-02-11 10:11:22,@technoraj yes it is a mistake . Obviously this photo was unintentional and some how it got tweeted . Ignore it,0,20
830357026312183808,2017-02-11 10:05:17,@geekypheeky har Kus ke shud saheb-e-nazar  Deen-e-buzurgaN khush Na kard,0,25
830355557747945473,2017-02-11 09:59:26,@mayurpuri @fxdurandy @anuragkashyap72 thank you sir,0,13
830024373335638016,2017-02-10 12:03:26,Thank you Virat for making the nation feel good and proud . Nowadays there is hardly any one who is doing it . So thank you very much .,397,2481
829624809151676416,2017-02-09 09:35:42,https://t.co/Yzd4xlF906,22,204
826794535141376000,2017-02-01 14:09:12,@vinaychauhan377  thank you brother . People like us should unitedly standup against fundos of all hues and all strips .,0,35
826787968966758400,2017-02-01 13:43:07,@YesIamSaffron @itsSSR @anuragkashyap72 @MahaveerM_ @SV99999 @MaheshNBhatt @HinduDefense @  aap ka keyboard hai aap ka hi naam Japan ga,2,15
826684521563115520,2017-02-01 06:52:03,My MPLADs have gone in2 Vision Juhu aroadmap created by  architect PK Das in consultation with citizens… https://t.co/sGVE2mTlcJ,17,104
826683737458892801,2017-02-01 06:48:56,@Javedakhtarjadu DesiMoh @TarekFatah all my MPLAD funds r creating 10kms of open space in Juhu a park amphitheatre walking cycling tracks,26,149
826466080914759680,2017-01-31 16:24:03,It is rather interesting . Muslim fundos call me a  kafir and Hindu fundos call me a jihadi . Well !  I must be doing some thing right .,1326,5533
826462678503747585,2017-01-31 16:10:32,@SrikanthTumma1 may be I have made  a mistake . I  tried talking to those whose minds are choked with hate and venom . Sad !!,1,42
826456712164958209,2017-01-31 15:46:49,@imajjaychauhann you should know that Awadhi is considered a dialect of Hindi .,3,27
826395038196199424,2017-01-31 11:41:45,@NayiKaBeta @RituRathaur Imtiaz Ali taj. He had written this play and it became myth .,0,12
826393240022626304,2017-01-31 11:34:36,@UnSubtleDesi  I suppose we are not reaching any where . So good bye . Hope you live with your mind set happily ever after,1,18
826380326800814085,2017-01-31 10:43:17,@ArmchairPseph agar Baher tumharay jaisay ghoom rahay hain to mujh Ko mental asylum mein Shayad zyaada samjhdaar mil jayeingay .,5,31
826366034122674176,2017-01-31 09:46:30,@rkgeemail why people keep asking such questions . Why can't they accept that I have no religious belief or faith in any super natural power,8,46
826364162901106688,2017-01-31 09:39:04,@Rai_Saahab  they have all right to oppose me . I have all the right to say what I think is right as long as none of us stoops to vulgarity,6,47
826362499322621952,2017-01-31 09:32:27,@vishnu_moholkar @UnSubtleDesi according to you I am neutral as long as I agree with you . Otherwise I am biased . Does it make sense ?,0,20
826359962016194560,2017-01-31 09:22:22,@SaritSpeaks and I pity you any way .,0,7
826349370308071424,2017-01-31 08:40:17,@Rai_Saahab Exactly like you Muslim fanatics  also hate me . Why don't both of you join hands . After all  both of you are so similar !!,9,63
826345707447541761,2017-01-31 08:25:44,@UnSubtleDesi you think  since more than 100 years those so called historian who are propagating two nation theory have no political agenda,3,14
826344524007890945,2017-01-31 08:21:01,@UnSubtleDesi same goes for Hitler and his followers and admirers any where in world,1,9
826343176415780864,2017-01-31 08:15:40,@SaritSpeaks l . Like Godse was not a right winger Like rss is not communal Like Prigya n Prohit are not guilty Like you are not a bigot,18,81
826339844603289600,2017-01-31 08:02:26,@AazadHindustani Meri nazar mein to Duniya ke Saaray Mazheb myth hain . Log inn Ko jitni jaldi museum Mein Rakh  dein   Utna Achha hai,9,39
826338168496496640,2017-01-31 07:55:46,@Munna_Bhaya @madversity  ignorance thy name is Muslim fanatics like all the right wing fanatics of the world . Happy ?,7,38
826326920816062468,2017-01-31 07:11:04,@Vikas_Joshi @UnSubtleDesi @MonojitMajumdar couldn't agree more with you . Let's look at  history as history and today as today,1,4
826326145238855680,2017-01-31 07:08:00,@jaivas22 you are right . I stand corrected .,5,22
826324511091929088,2017-01-31 07:01:30,@UnSubtleDesi ... And Off course imminent historians like Satish Chandra n Romila are also ignorant because they doesn't agree with you .,2,14
826322946918486016,2017-01-31 06:55:17,@UnSubtleDesi @MonojitMajumdar  I have no love lost for kings like khilji . For me he is history like Alexander and Julius Caesar.,2,7
826318018581929985,2017-01-31 06:35:42,@introvertravi couldn't agree more with you . On this point I am totally in agreement . Happy ??,11,50
826315571562024960,2017-01-31 06:25:59,@UnSubtleDesi   people who read articles are considered ignorant by you ?Majumdar has quoted Satish Chandra n Khusrau . Any comments on them,3,8
826313691842781184,2017-01-31 06:18:30,@UnSubtleDesi kings all over the world have attacked other states only because of their insatiable greed n lust for wealth land n power .,3,12
826309473476112386,2017-01-31 06:01:45,@UnSubtleDesi what you have sent me its language is not of an objective scholar but more like a VHP zealot . https://t.co/o0HyttSwQj,3,15
826302512596541440,2017-01-31 05:34:05,@UnSubtleDesi @Sharanyashettyy Khilji was a king . He attacked Chittor . It is history rest is fiction,2,16
826301516290019328,2017-01-31 05:30:08,@UnSubtleDesi yes I will .,1,7
